filepath,filename,split,label,width,height,mean_intensity,std_intensity,md5_hash
data/raw/chest_xray\train\PNEUMONIA\person107_virus_197.jpeg,person107_virus_197.jpeg,train,PNEUMONIA,1616,1024,131.4787464708385,54.83366462355899,b4c45c9e84f5fd209cd9f0c388765078
data/raw/chest_xray\train\PNEUMONIA\person1080_bacteria_3020.jpeg,person1080_bacteria_3020.jpeg,train,PNEUMONIA,1432,800,162.19117318435755,54.61375925872022,6c049da7004a6215bd8c4aa1ded67add
data/raw/chest_xray\train\PNEUMONIA\person1080_virus_1791.jpeg,person1080_virus_1791.jpeg,train,PNEUMONIA,1568,1016,117.77915469829664,74.94369195693268,e1a335afe8db7913583fae42241532bf
data/raw/chest_xray\train\PNEUMONIA\person1081_bacteria_3021.jpeg,person1081_bacteria_3021.jpeg,train,PNEUMONIA,944,560,140.60428647094432,44.795382731950774,bcb763443b7c6ff6f0bb8f5fa2721d3a
data/raw/chest_xray\train\PNEUMONIA\person1081_virus_1793.jpeg,person1081_virus_1793.jpeg,train,PNEUMONIA,976,576,114.71721133595173,63.72810723512792,a7203cad7122d54d56e12632173ea601
data/raw/chest_xray\train\PNEUMONIA\person1082_bacteria_3022.jpeg,person1082_bacteria_3022.jpeg,train,PNEUMONIA,1280,984,114.4974244156504,49.07054070715116,170e79c943437fff944c7de8d439dda5
data/raw/chest_xray\train\PNEUMONIA\person1082_virus_1794.jpeg,person1082_virus_1794.jpeg,train,PNEUMONIA,1232,688,106.20757276880097,62.33430943561304,cff09e713b98e784d0447026b7f7f5ec
data/raw/chest_xray\train\PNEUMONIA\person1083_bacteria_3023.jpeg,person1083_bacteria_3023.jpeg,train,PNEUMONIA,1104,752,151.26767749768732,44.005244602030004,7f3133269b64f5dba3d848a2bbbf64fa
data/raw/chest_xray\train\PNEUMONIA\person1083_virus_1795.jpeg,person1083_virus_1795.jpeg,train,PNEUMONIA,1152,696,133.35425397110473,60.58400406661818,de9089628bec5e39b8c2bb9c0400f714
data/raw/chest_xray\train\PNEUMONIA\person1084_bacteria_3024.jpeg,person1084_bacteria_3024.jpeg,train,PNEUMONIA,1096,776,136.97165653924299,53.000197317927125,7f18f78df31e87804d8941a5c22900c1
data/raw/chest_xray\train\PNEUMONIA\person1084_virus_1796.jpeg,person1084_virus_1796.jpeg,train,PNEUMONIA,1544,1080,127.72568844751487,65.91039862536529,9d116dbc3e1689f148c5f9e5cb1a51d2
data/raw/chest_xray\train\PNEUMONIA\person1085_bacteria_3025.jpeg,person1085_bacteria_3025.jpeg,train,PNEUMONIA,1080,752,117.72477344365642,50.4115849767677,b7268c6afdd1c06405acf086eb3a11ab
data/raw/chest_xray\train\PNEUMONIA\person1085_virus_1797.jpeg,person1085_virus_1797.jpeg,train,PNEUMONIA,1320,776,130.74496934551703,60.6173382306969,0318adff6ce3ca1944ee7c44587d883d
data/raw/chest_xray\train\PNEUMONIA\person1086_bacteria_3026.jpeg,person1086_bacteria_3026.jpeg,train,PNEUMONIA,1468,821,120.22594728964147,58.424118707862974,28dbc9b379ee46b1655777cc813433bb
data/raw/chest_xray\train\PNEUMONIA\person1086_virus_1798.jpeg,person1086_virus_1798.jpeg,train,PNEUMONIA,1128,728,111.7263500019484,64.05907500423336,ef0ce6bd2ab710fc6c2cddc6482b59d1
data/raw/chest_xray\train\PNEUMONIA\person1087_bacteria_3027.jpeg,person1087_bacteria_3027.jpeg,train,PNEUMONIA,1160,752,120.12956598495965,47.169468849792395,c309a1fdaffb577994eb76acbe3f165e
data/raw/chest_xray\train\PNEUMONIA\person1087_virus_1799.jpeg,person1087_virus_1799.jpeg,train,PNEUMONIA,904,472,123.22332477126143,53.97823536038125,7d19d0932d6d57b94a360a8a8322def3
data/raw/chest_xray\train\PNEUMONIA\person1088_bacteria_3028.jpeg,person1088_bacteria_3028.jpeg,train,PNEUMONIA,1000,824,141.24088349514562,48.773951516162704,51f3648633639a32d47fa01fbb7aace1
data/raw/chest_xray\train\PNEUMONIA\person1088_virus_1800.jpeg,person1088_virus_1800.jpeg,train,PNEUMONIA,2080,1736,157.92508862105637,40.8507133280967,3d4e9086d3f71eba137b92c46ebcc673
data/raw/chest_xray\train\PNEUMONIA\person1089_bacteria_3029.jpeg,person1089_bacteria_3029.jpeg,train,PNEUMONIA,1136,688,110.80743710080249,58.25883854386093,9ca01a726d7820acb1af9b0005be4fb1
data/raw/chest_xray\train\PNEUMONIA\person1089_virus_1808.jpeg,person1089_virus_1808.jpeg,train,PNEUMONIA,1064,576,117.96255939327486,70.53245225498664,c765f69390d3db68725048e0de329c42
data/raw/chest_xray\train\PNEUMONIA\person108_virus_199.jpeg,person108_virus_199.jpeg,train,PNEUMONIA,2064,1632,173.30256545447637,24.263984082993296,811cb37825c10655a014d57ef0aa0872
data/raw/chest_xray\train\PNEUMONIA\person108_virus_200.jpeg,person108_virus_200.jpeg,train,PNEUMONIA,2048,1448,103.46531753118525,37.56250256245822,bffb2180187bee00b8629653c9e508da
data/raw/chest_xray\train\PNEUMONIA\person108_virus_201.jpeg,person108_virus_201.jpeg,train,PNEUMONIA,1968,1688,139.07606057103226,38.12618971732543,d7e5287ab2abf8533e8e6815f18acd8a
data/raw/chest_xray\train\PNEUMONIA\person1090_virus_1809.jpeg,person1090_virus_1809.jpeg,train,PNEUMONIA,1136,656,124.66129014943319,64.91282019307228,27aa9a155d607a16d9ed8d85f70e92cc
data/raw/chest_xray\train\PNEUMONIA\person1091_bacteria_3031.jpeg,person1091_bacteria_3031.jpeg,train,PNEUMONIA,1112,784,100.93660416054911,50.06659174012825,6ef02a946e59775cf193842f6d5cc3aa
data/raw/chest_xray\train\PNEUMONIA\person1091_virus_1810.jpeg,person1091_virus_1810.jpeg,train,PNEUMONIA,976,512,111.105474753458,62.125721276335646,3edf006fd76643a1af112397e3ef2c6e
data/raw/chest_xray\train\PNEUMONIA\person1092_bacteria_3032.jpeg,person1092_bacteria_3032.jpeg,train,PNEUMONIA,1216,760,130.16218079120497,54.06856841492834,1bfa9636f89d45c02a52e65dd67b439e
data/raw/chest_xray\train\PNEUMONIA\person1092_virus_1811.jpeg,person1092_virus_1811.jpeg,train,PNEUMONIA,1352,960,140.25598958333333,66.42230200432782,d92d99fd8eee9bfb4c330c9ed4d6f84e
data/raw/chest_xray\train\PNEUMONIA\person1093_bacteria_3033.jpeg,person1093_bacteria_3033.jpeg,train,PNEUMONIA,1208,856,161.928169678777,39.77257396511802,e2d08588131456e782b03b0cd30c47b9
data/raw/chest_xray\train\PNEUMONIA\person1094_virus_1814.jpeg,person1094_virus_1814.jpeg,train,PNEUMONIA,952,584,103.64405145619892,54.964810053387964,28d3219ec088746b1251549b1ff23c91
data/raw/chest_xray\train\PNEUMONIA\person1095_virus_1815.jpeg,person1095_virus_1815.jpeg,train,PNEUMONIA,1088,712,112.27701844431593,67.00486957730135,237e6549b609d47b07f701078c2d2c16
data/raw/chest_xray\train\PNEUMONIA\person1096_bacteria_3037.jpeg,person1096_bacteria_3037.jpeg,train,PNEUMONIA,1088,672,118.7701768207283,52.905565644863664,d2bb8539268b61a72a1e91655bf3f281
data/raw/chest_xray\train\PNEUMONIA\person1096_virus_1816.jpeg,person1096_virus_1816.jpeg,train,PNEUMONIA,1000,608,101.72149671052631,63.942954724848825,ba9d584a60bb4a15a1276fd85cdc223d
data/raw/chest_xray\train\PNEUMONIA\person1097_bacteria_3038.jpeg,person1097_bacteria_3038.jpeg,train,PNEUMONIA,936,792,112.21334202063369,52.48587845395869,5c968a8167e3307f2470159083ae1736
data/raw/chest_xray\train\PNEUMONIA\person1097_virus_1817.jpeg,person1097_virus_1817.jpeg,train,PNEUMONIA,1288,840,130.964641563147,69.85560984133029,a16880f8f8ad2077e1482c2f3bca445b
data/raw/chest_xray\train\PNEUMONIA\person1098_bacteria_3039.jpeg,person1098_bacteria_3039.jpeg,train,PNEUMONIA,1480,1137,108.96245869880434,70.52959387409038,2dd57bcdd4396ac582e28b4654377837
data/raw/chest_xray\train\PNEUMONIA\person1098_virus_1818.jpeg,person1098_virus_1818.jpeg,train,PNEUMONIA,1000,488,104.64957786885246,59.90998041654103,7cb6cf53b92249370803258c7b4a357d
data/raw/chest_xray\train\PNEUMONIA\person1099_bacteria_3040.jpeg,person1099_bacteria_3040.jpeg,train,PNEUMONIA,1662,1099,121.21581100420578,65.9991897982259,9d0e3acee65e9191e286b0785b207144
data/raw/chest_xray\train\PNEUMONIA\person1099_virus_1819.jpeg,person1099_virus_1819.jpeg,train,PNEUMONIA,759,504,171.48445636489114,36.30385372384592,6c99ea1524fffb75e615b026561ab1ee
data/raw/chest_xray\train\PNEUMONIA\person109_virus_203.jpeg,person109_virus_203.jpeg,train,PNEUMONIA,1380,844,102.08081169723195,61.4787805124177,c969d450beaba8ce10a2f92dc7485951
data/raw/chest_xray\train\PNEUMONIA\person10_bacteria_43.jpeg,person10_bacteria_43.jpeg,train,PNEUMONIA,1028,650,91.31384316073031,56.46008915235463,2193501b3ad19a85c85d5cb6e7e57542
data/raw/chest_xray\train\PNEUMONIA\person1100_bacteria_3041.jpeg,person1100_bacteria_3041.jpeg,train,PNEUMONIA,1256,816,113.20276008492569,66.07580384469043,ad48a6a9c1742fbd0f65ae6ee8f624b5
data/raw/chest_xray\train\PNEUMONIA\person1100_virus_1820.jpeg,person1100_virus_1820.jpeg,train,PNEUMONIA,1152,616,109.77294569579726,48.48419435745512,8784d22a4ce52c5010a716d1cbe85bee
data/raw/chest_xray\train\PNEUMONIA\person1101_bacteria_3042.jpeg,person1101_bacteria_3042.jpeg,train,PNEUMONIA,1072,624,112.37320010524301,46.63522260527959,57deea471befd7bd671fffd1a2ce0347
data/raw/chest_xray\train\PNEUMONIA\person1102_bacteria_3043.jpeg,person1102_bacteria_3043.jpeg,train,PNEUMONIA,976,616,120.02266406748988,46.20027595756641,2e10708d0f5b66b76d86681a435c303b
data/raw/chest_xray\train\PNEUMONIA\person1102_virus_1822.jpeg,person1102_virus_1822.jpeg,train,PNEUMONIA,1096,664,88.38949685603728,70.24222363076966,53862c5b00b2a2fae525310cc68ef25f
data/raw/chest_xray\train\PNEUMONIA\person1103_bacteria_3044.jpeg,person1103_bacteria_3044.jpeg,train,PNEUMONIA,1336,848,170.07071323155574,52.83573861236099,87a98200202043d1b0a28f24d2dcee67
data/raw/chest_xray\train\PNEUMONIA\person1103_virus_1825.jpeg,person1103_virus_1825.jpeg,train,PNEUMONIA,1616,872,99.19859674470888,72.1864837179153,db4728ea252e5a2bf9d9d63b495ba6a5
data/raw/chest_xray\train\PNEUMONIA\person1104_virus_1826.jpeg,person1104_virus_1826.jpeg,train,PNEUMONIA,858,522,132.67687038376692,47.1768454675479,5601d4447f9bbd6029fc367b01a44e1b
data/raw/chest_xray\train\PNEUMONIA\person1105_bacteria_3046.jpeg,person1105_bacteria_3046.jpeg,train,PNEUMONIA,1136,760,93.52870529095627,49.369218897991686,a6c0a4a0abc08f9d18a0c9f99c3bae91
data/raw/chest_xray\train\PNEUMONIA\person1106_virus_1829.jpeg,person1106_virus_1829.jpeg,train,PNEUMONIA,1624,1208,123.97549893158907,62.066552224853616,d24544b0e010851c0f9e7fd1c55a0764
data/raw/chest_xray\train\PNEUMONIA\person1107_bacteria_3048.jpeg,person1107_bacteria_3048.jpeg,train,PNEUMONIA,1482,1044,108.88531729411947,74.52849085707295,73cfd135a8ec7bd0590cc3b6a45d181f
data/raw/chest_xray\train\PNEUMONIA\person1107_virus_1831.jpeg,person1107_virus_1831.jpeg,train,PNEUMONIA,1024,744,131.07430275537635,58.461326747596885,13b9f048a9ef7e315fd7ef0248bdeb86
data/raw/chest_xray\train\PNEUMONIA\person1107_virus_1832.jpeg,person1107_virus_1832.jpeg,train,PNEUMONIA,1392,832,100.79378384725906,79.09135692968763,ca03087e7109664436a0b493ba16ee72
data/raw/chest_xray\train\PNEUMONIA\person1108_bacteria_3049.jpeg,person1108_bacteria_3049.jpeg,train,PNEUMONIA,1467,1044,106.98244455936086,73.34156723586028,fea79004e285172b5e9ab7275954c623
data/raw/chest_xray\train\PNEUMONIA\person1108_virus_1833.jpeg,person1108_virus_1833.jpeg,train,PNEUMONIA,869,563,129.926335777225,54.265357387784825,f1b0ec7c2161ada1a9206dd0f36d947b
data/raw/chest_xray\train\PNEUMONIA\person1109_bacteria_3050.jpeg,person1109_bacteria_3050.jpeg,train,PNEUMONIA,1128,752,149.4861621963181,46.739975636610716,be5ad20adc56637c0e542ed8561a11d2
data/raw/chest_xray\train\PNEUMONIA\person110_virus_205.jpeg,person110_virus_205.jpeg,train,PNEUMONIA,1192,864,89.74692296638081,47.03484636490587,338f28e5c7fde40c089422c66ecce9df
data/raw/chest_xray\train\PNEUMONIA\person110_virus_206.jpeg,person110_virus_206.jpeg,train,PNEUMONIA,1192,840,101.1911832853947,48.92877452171178,9dee442656e450ac2236f073f6afd96c
data/raw/chest_xray\train\PNEUMONIA\person110_virus_207.jpeg,person110_virus_207.jpeg,train,PNEUMONIA,1168,784,134.71789383561645,53.230810015658896,444d0faad63d3b7c68b169c3ec0d5066
data/raw/chest_xray\train\PNEUMONIA\person110_virus_208.jpeg,person110_virus_208.jpeg,train,PNEUMONIA,1353,835,154.42654823390913,58.024841199043664,0dbd9b6dd3cb1d2340b9224996744f88
data/raw/chest_xray\train\PNEUMONIA\person1110_bacteria_3051.jpeg,person1110_bacteria_3051.jpeg,train,PNEUMONIA,1232,952,130.43272962594128,54.08389154322575,7be123c2803374b5246d11050b10c094
data/raw/chest_xray\train\PNEUMONIA\person1110_virus_1835.jpeg,person1110_virus_1835.jpeg,train,PNEUMONIA,1328,784,120.46142830249569,70.6046389143683,297e6f7c779b69a41f537aad34a2c81c
data/raw/chest_xray\train\PNEUMONIA\person1111_bacteria_3052.jpeg,person1111_bacteria_3052.jpeg,train,PNEUMONIA,1192,752,185.18720213658432,31.51531694123005,97cae49cddd5ce352a7a7ec2c6025ee6
data/raw/chest_xray\train\PNEUMONIA\person1111_virus_1836.jpeg,person1111_virus_1836.jpeg,train,PNEUMONIA,1072,664,140.18196901411616,64.74184923810309,f30d1eac58ddb8b241e5abced13bbb87
data/raw/chest_xray\train\PNEUMONIA\person1112_bacteria_3053.jpeg,person1112_bacteria_3053.jpeg,train,PNEUMONIA,1224,792,117.83049036112762,58.67659284522404,164150f0287475f0fccf335e11377425
data/raw/chest_xray\train\PNEUMONIA\person1112_virus_1837.jpeg,person1112_virus_1837.jpeg,train,PNEUMONIA,1352,792,123.55029959356882,57.34458976603389,48d2e270b7fe09d8d9899475267f4e01
data/raw/chest_xray\train\PNEUMONIA\person1113_virus_1838.jpeg,person1113_virus_1838.jpeg,train,PNEUMONIA,1232,712,114.93820338720269,70.72346879220717,ff74dc4e7aa3501ae22e62329943743a
data/raw/chest_xray\train\PNEUMONIA\person1114_bacteria_3055.jpeg,person1114_bacteria_3055.jpeg,train,PNEUMONIA,1218,739,88.3602925001833,52.44416579466575,af80657442937f5cf37dae593db31334
data/raw/chest_xray\train\PNEUMONIA\person1115_bacteria_3056.jpeg,person1115_bacteria_3056.jpeg,train,PNEUMONIA,1312,888,99.61906380465831,50.60788231122447,6bb36e711db2a5dc6117080eb28c7259
data/raw/chest_xray\train\PNEUMONIA\person1115_virus_1840.jpeg,person1115_virus_1840.jpeg,train,PNEUMONIA,1072,520,141.36802167049368,52.493111501267386,ae0b937719a5b7745827f680919765cd
data/raw/chest_xray\train\PNEUMONIA\person1116_virus_1841.jpeg,person1116_virus_1841.jpeg,train,PNEUMONIA,1160,760,128.75988997277676,72.7735578470718,0935d58a05e91f0e70d990196265cc72
data/raw/chest_xray\train\PNEUMONIA\person1118_bacteria_3059.jpeg,person1118_bacteria_3059.jpeg,train,PNEUMONIA,1056,960,120.83154494160354,57.45894023730992,553ae909c4edc3acf35d7076e850a167
data/raw/chest_xray\train\PNEUMONIA\person1119_virus_1844.jpeg,person1119_virus_1844.jpeg,train,PNEUMONIA,1232,808,148.3533958306545,58.243015233887725,1715debb9bb27b72772937d435ab7541
data/raw/chest_xray\train\PNEUMONIA\person111_virus_209.jpeg,person111_virus_209.jpeg,train,PNEUMONIA,1520,1376,152.09132257879438,59.77238053810436,b7b72331faf412de2031fbc702774523
data/raw/chest_xray\train\PNEUMONIA\person111_virus_210.jpeg,person111_virus_210.jpeg,train,PNEUMONIA,1568,1504,104.93762848390686,59.104640402416706,280b2b62ee0604196aa65a890fe8b819
data/raw/chest_xray\train\PNEUMONIA\person111_virus_212.jpeg,person111_virus_212.jpeg,train,PNEUMONIA,1693,1456,156.193552718693,59.337674070775506,65b17e55ee3d8df62afaccb5eead440e
data/raw/chest_xray\train\PNEUMONIA\person1120_virus_1845.jpeg,person1120_virus_1845.jpeg,train,PNEUMONIA,1104,536,115.38391432781744,73.11387271718442,ea55531b53a041bb70c7e8912d1a848c
data/raw/chest_xray\train\PNEUMONIA\person1121_virus_1846.jpeg,person1121_virus_1846.jpeg,train,PNEUMONIA,1320,736,137.7855947381423,60.37330684148074,864cef471a980a49c304587a74efcda2
data/raw/chest_xray\train\PNEUMONIA\person1122_bacteria_3063.jpeg,person1122_bacteria_3063.jpeg,train,PNEUMONIA,1820,1153,129.0098581817142,74.88129389925186,631ba0c6626d519c9606bbb891b54706
data/raw/chest_xray\train\PNEUMONIA\person1122_virus_1847.jpeg,person1122_virus_1847.jpeg,train,PNEUMONIA,1304,848,135.61546746585253,59.476007707258766,8b67d038caee38721a7c2a717e81d959
data/raw/chest_xray\train\PNEUMONIA\person1123_virus_1848.jpeg,person1123_virus_1848.jpeg,train,PNEUMONIA,1208,864,131.90945203274467,68.89720722309809,7f5edee2b7c1a4f0f30b61e278c1d4d8
data/raw/chest_xray\train\PNEUMONIA\person1124_bacteria_3065.jpeg,person1124_bacteria_3065.jpeg,train,PNEUMONIA,1546,1231,116.52967853941358,66.84347891978497,0c284fdc24e0be1b0d6c5b21165db669
data/raw/chest_xray\train\PNEUMONIA\person1124_virus_1851.jpeg,person1124_virus_1851.jpeg,train,PNEUMONIA,1520,960,145.47285704495613,71.31125315532155,df1a6f0b7e02f2633c3d405fcac233d6
data/raw/chest_xray\train\PNEUMONIA\person1125_bacteria_3066.jpeg,person1125_bacteria_3066.jpeg,train,PNEUMONIA,1294,1138,108.15457037075267,64.9389959521522,1e756064f282b4f0ab9a080782620e7a
data/raw/chest_xray\train\PNEUMONIA\person1125_virus_1852.jpeg,person1125_virus_1852.jpeg,train,PNEUMONIA,1272,952,141.437369523281,63.90136913496431,c413e36b0ba11f8dace56519af90fe81
data/raw/chest_xray\train\PNEUMONIA\person1126_virus_1853.jpeg,person1126_virus_1853.jpeg,train,PNEUMONIA,1016,512,111.60954224593996,56.96307555531493,ae511c642a1a4d89db5151ed1968037c
data/raw/chest_xray\train\PNEUMONIA\person1127_bacteria_3068.jpeg,person1127_bacteria_3068.jpeg,train,PNEUMONIA,861,543,107.07795552304378,37.10227654971607,87c18f0d62d38ea28b0e03022c8e9667
data/raw/chest_xray\train\PNEUMONIA\person1127_virus_1854.jpeg,person1127_virus_1854.jpeg,train,PNEUMONIA,1072,712,115.235771633406,61.38738217883285,e748b25f3253917cb9a5bab919ab9cf8
data/raw/chest_xray\train\PNEUMONIA\person1128_bacteria_3069.jpeg,person1128_bacteria_3069.jpeg,train,PNEUMONIA,920,760,105.96498140732265,47.77072889783484,12d8054ffcdb070a41137571809425e0
data/raw/chest_xray\train\PNEUMONIA\person1129_bacteria_3070.jpeg,person1129_bacteria_3070.jpeg,train,PNEUMONIA,1296,784,121.92156005920887,52.18320738166659,50e389b910c4a52fe7d7199963ff1d43
data/raw/chest_xray\train\PNEUMONIA\person1129_virus_1857.jpeg,person1129_virus_1857.jpeg,train,PNEUMONIA,926,628,143.32463097219738,41.92335457534552,711ead0f199a8869b5552d0a06c3d276
data/raw/chest_xray\train\PNEUMONIA\person112_virus_213.jpeg,person112_virus_213.jpeg,train,PNEUMONIA,1746,1270,162.58410089202766,64.3136904228107,e5bce5f56d7c4b34d64a31b8a9d59eee
data/raw/chest_xray\train\PNEUMONIA\person1130_bacteria_3072.jpeg,person1130_bacteria_3072.jpeg,train,PNEUMONIA,1616,1208,146.44950689708872,48.88270616849698,40f8bfc5e44c8305af5f504d1433298c
data/raw/chest_xray\train\PNEUMONIA\person1130_virus_1860.jpeg,person1130_virus_1860.jpeg,train,PNEUMONIA,992,496,132.97364195824662,66.45770874029594,58749214cf763ee3739e994be0c1c38d
data/raw/chest_xray\train\PNEUMONIA\person1131_bacteria_3073.jpeg,person1131_bacteria_3073.jpeg,train,PNEUMONIA,720,441,136.30666414714034,28.350373110658655,c3da67416ab832ec7fe5ddf8acbe61b0
data/raw/chest_xray\train\PNEUMONIA\person1132_virus_1863.jpeg,person1132_virus_1863.jpeg,train,PNEUMONIA,790,472,138.09874758635485,42.43391877372353,e6515618e0190b709dd47ce74ff32087
data/raw/chest_xray\train\PNEUMONIA\person1133_bacteria_3075.jpeg,person1133_bacteria_3075.jpeg,train,PNEUMONIA,1048,528,126.7716646426093,53.32166995706687,b5d383731e832b1bdcdad92497317dda
data/raw/chest_xray\train\PNEUMONIA\person1133_virus_1865.jpeg,person1133_virus_1865.jpeg,train,PNEUMONIA,722,427,144.05618013973674,46.24858955173083,9a80702684008d4a356c7eb8f815faf3
data/raw/chest_xray\train\PNEUMONIA\person1134_bacteria_3076.jpeg,person1134_bacteria_3076.jpeg,train,PNEUMONIA,1008,656,104.73332093253968,46.56382634103648,ee166095ee382d8a32f6e5d9e914f845
data/raw/chest_xray\train\PNEUMONIA\person1135_bacteria_3077.jpeg,person1135_bacteria_3077.jpeg,train,PNEUMONIA,1597,1231,117.8206298670283,80.01973847400663,156d1f902b8bd9892ff419aa1427092c
data/raw/chest_xray\train\PNEUMONIA\person1136_bacteria_3078.jpeg,person1136_bacteria_3078.jpeg,train,PNEUMONIA,896,680,112.79254858193278,48.234105473418985,84e127184354892ddb5e010794d908fc
data/raw/chest_xray\train\PNEUMONIA\person1137_virus_1876.jpeg,person1137_virus_1876.jpeg,train,PNEUMONIA,1804,1396,116.86589098405962,72.75752141852375,a22f55fdfa9f16424281bc9c2ae1dcd5
data/raw/chest_xray\train\PNEUMONIA\person1138_bacteria_3080.jpeg,person1138_bacteria_3080.jpeg,train,PNEUMONIA,1280,792,98.0611051925505,47.781131507640055,e4aad0db2423556ec719f09d5b96e1b1
data/raw/chest_xray\train\PNEUMONIA\person1138_virus_1877.jpeg,person1138_virus_1877.jpeg,train,PNEUMONIA,1928,964,85.26380130765655,63.7497912288554,c80f3771643f84aeacd40bba363732da
data/raw/chest_xray\train\PNEUMONIA\person1138_virus_1879.jpeg,person1138_virus_1879.jpeg,train,PNEUMONIA,1560,792,100.94594259906759,49.576261457252926,f9bee6b2c09816daaae17a6f6c1b292a
data/raw/chest_xray\train\PNEUMONIA\person1139_bacteria_3081.jpeg,person1139_bacteria_3081.jpeg,train,PNEUMONIA,904,600,127.57963679941003,49.18998739626874,93b0297c42f3f244e82d43053dda71d6
data/raw/chest_xray\train\PNEUMONIA\person1139_bacteria_3082.jpeg,person1139_bacteria_3082.jpeg,train,PNEUMONIA,856,624,142.05362224418883,49.67975583938801,0c88ec008a5b2ead8842211f5c5cfee7
data/raw/chest_xray\train\PNEUMONIA\person1139_virus_1882.jpeg,person1139_virus_1882.jpeg,train,PNEUMONIA,1364,805,120.47274457660151,58.123692566561225,33787f3935cc7a5ce7311a429a6d6c30
data/raw/chest_xray\train\PNEUMONIA\person113_virus_215.jpeg,person113_virus_215.jpeg,train,PNEUMONIA,960,672,151.32183624751985,43.333941451933995,c400ab854342dde5b6914d8aca0ecd19
data/raw/chest_xray\train\PNEUMONIA\person113_virus_216.jpeg,person113_virus_216.jpeg,train,PNEUMONIA,1072,592,140.76533506454214,54.921153333321925,56e1a55da386378e4654c832e4eb907f
data/raw/chest_xray\train\PNEUMONIA\person1140_bacteria_3083.jpeg,person1140_bacteria_3083.jpeg,train,PNEUMONIA,1152,784,147.13659031320861,48.9137418789728,70a80877f48dbf0abd243e17d8a86b3f
data/raw/chest_xray\train\PNEUMONIA\person1140_virus_1885.jpeg,person1140_virus_1885.jpeg,train,PNEUMONIA,1330,844,108.68499982182945,54.50399381472112,189c3008f8096e30d07941b504c27095
data/raw/chest_xray\train\PNEUMONIA\person1141_bacteria_3084.jpeg,person1141_bacteria_3084.jpeg,train,PNEUMONIA,992,528,126.93079293438416,51.387980160403394,0b5bc4a3b925b1ff983dcf0ba171a209
data/raw/chest_xray\train\PNEUMONIA\person1141_bacteria_3085.jpeg,person1141_bacteria_3085.jpeg,train,PNEUMONIA,952,440,126.21939696333078,52.446907978562706,d7ff1bd5f1a83aaf5dbc1a0519c5722b
data/raw/chest_xray\train\PNEUMONIA\person1141_virus_1886.jpeg,person1141_virus_1886.jpeg,train,PNEUMONIA,1152,712,90.08928414676966,41.051068341859704,13013054c8aa20f4e7a877dac94650e2
data/raw/chest_xray\train\PNEUMONIA\person1141_virus_1890.jpeg,person1141_virus_1890.jpeg,train,PNEUMONIA,1164,735,134.46543002080557,58.09144277822103,320416219d44f4d31d0ecf8d9630411e
data/raw/chest_xray\train\PNEUMONIA\person1142_bacteria_3086.jpeg,person1142_bacteria_3086.jpeg,train,PNEUMONIA,1870,1605,132.47972245822714,74.3575119764101,20f4ce3f496842fc889105215b15abe5
data/raw/chest_xray\train\PNEUMONIA\person1142_virus_1892.jpeg,person1142_virus_1892.jpeg,train,PNEUMONIA,941,609,105.4027734880093,50.37402855834483,3d389aced1f59ac84396757fc8803b09
data/raw/chest_xray\train\PNEUMONIA\person1143_virus_1896.jpeg,person1143_virus_1896.jpeg,train,PNEUMONIA,928,720,157.81983806273945,46.22578414350189,e86eb1b3e2e96c72fe7a33a87f20713f
data/raw/chest_xray\train\PNEUMONIA\person1143_virus_1897.jpeg,person1143_virus_1897.jpeg,train,PNEUMONIA,1168,880,106.45426233655044,58.854726332799586,4706a1d824cba2ffe1c81f8cdeee410f
data/raw/chest_xray\train\PNEUMONIA\person1144_bacteria_3089.jpeg,person1144_bacteria_3089.jpeg,train,PNEUMONIA,750,440,131.33573333333334,33.40352355903777,07993d5fe0c1b53e042bc9d704761014
data/raw/chest_xray\train\PNEUMONIA\person1145_bacteria_3090.jpeg,person1145_bacteria_3090.jpeg,train,PNEUMONIA,976,672,122.49049052254098,45.44251017385405,c2d42e994371d5ff2589a6b7565d53d3
data/raw/chest_xray\train\PNEUMONIA\person1145_virus_1902.jpeg,person1145_virus_1902.jpeg,train,PNEUMONIA,1128,720,127.06189174546887,55.044558801854365,a0da2044489d8226d7134b6714cb7772
data/raw/chest_xray\train\PNEUMONIA\person1145_virus_1905.jpeg,person1145_virus_1905.jpeg,train,PNEUMONIA,1056,672,130.22509131493507,53.47958423121744,ef242f2e6b2843befb1c0ab9ff0bb182
data/raw/chest_xray\train\PNEUMONIA\person1145_virus_1906.jpeg,person1145_virus_1906.jpeg,train,PNEUMONIA,1136,840,129.96817362508384,51.53771764803176,1bcc663932c51eaa9119f7208c591fc0
data/raw/chest_xray\train\PNEUMONIA\person1146_bacteria_3091.jpeg,person1146_bacteria_3091.jpeg,train,PNEUMONIA,832,584,104.70175431375132,42.682205077987476,225e23f0c8c0ffbe1dda7132aca0fff2
data/raw/chest_xray\train\PNEUMONIA\person1147_virus_1917.jpeg,person1147_virus_1917.jpeg,train,PNEUMONIA,1624,1944,126.20326088609134,59.26412301334169,591c9b2437ac054be84cc1cd22dfdc31
data/raw/chest_xray\train\PNEUMONIA\person1147_virus_1919.jpeg,person1147_virus_1919.jpeg,train,PNEUMONIA,1632,1064,136.83392937767212,53.943891240022424,ad69ab75063cd0942ebd83421617dee1
